Wikipedia_movie_ID,title,Movie_genres,Movie_year_released,averageRating,numVotes,e_count,i_count,extro_proportion,number_of_characters,extroverted_bin,treatment,Propensity_score
881249,eat drink man woman,"['Comedy', 'Romance Film', 'Chinese Movies', 'Drama', 'Domestic Comedy', 'Comedy-drama', 'World cinema']",-0.008186247,7.8,-0.478527821,5,4,0.555555556,9,"(0.526, 0.579]",1,0.628359658
170858,the hudsucker proxy,"['Comedy', 'Drama', 'Fantasy', 'Period piece', 'Screwball comedy', 'Workplace Comedy']",-0.008186247,7.2,-0.238332678,4,1,0.8,5,"(0.789, 0.842]",1,0.62607405
676909,the terminal,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Comedy of Errors', 'Comedy-drama', 'Romantic drama']",0.597926784,7.4,1.33358855,0,5,0,5,,0,0.600830543
2318313,the perfect man,"['Comedy', 'Romance Film', 'Romantic comedy', 'Family Film']",0.658538087,5.3,-0.567476755,2,1,0.666666667,3,"(0.632, 0.684]",1,0.618230377
559847,con air,"['Action', 'Action/Adventure', 'Thriller', 'Action Thrillers', 'Crime Fiction']",0.173647662,6.9,0.662760751,1,3,0.25,4,"(0.211, 0.263]",0,0.614433148
715207,sleepaway camp,"['Horror', 'Cult', 'B-movie', 'Indie', 'Teen', 'Slasher']",-0.674910581,6.2,-0.422771604,0,1,0,1,,0,0.638689175
689969,election,"['Comedy', 'Drama', 'Satire', 'Political cinema', 'Indie', 'Black comedy']",0.294870268,7.3,-0.167190827,0,2,0,2,,0,0.620403214
1519783,fantastic four,"['Superhero movie', 'Action', 'Action/Adventure', 'Science Fiction', 'Fantasy']",0.658538087,6.6,-0.5613681,2,3,0.4,5,"(0.368, 0.421]",0,0.618171699
2571348,last holiday,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Adventure']",0.71914939,7.3,-0.559500912,5,3,0.625,8,"(0.579, 0.632]",1,0.617149828
230536,good burger,"['Comedy', 'Teen', 'Family Film', 'Stop motion', 'Screwball comedy', 'Buddy film']",0.173647662,5.8,-0.444089001,2,1,0.666666667,3,"(0.632, 0.684]",1,0.625048187
4560,braveheart,"['Costume drama', 'Action', 'Action/Adventure', 'History', 'Drama', 'Period piece', 'War film', 'Biography', 'Adventure']",0.052425056,7.8,-0.566741673,1,2,0.333333333,3,"(0.316, 0.368]",0,0.628205271
600008,steel magnolias,"['Drama', 'Ensemble Film', 'Domestic Comedy', 'Family Drama', 'Family Film', 'Medical fiction']",-0.311242762,7.3,-0.327202994,4,3,0.571428571,7,"(0.526, 0.579]",1,0.631878302
142461,elizabeth,"['Costume drama', 'Drama', 'Period piece', 'Biography', 'Political drama', 'Biographical film', 'Epic']",0.234258965,7.4,-0.160229162,2,0,1,2,"(0.947, 1.0]",1,0.621337194
3859075,rescue dawn,"['Docudrama', 'Escape Film', 'Action', 'Drama', 'War film', 'Biographical film', 'Adventure']",0.71914939,7.3,-0.136946303,3,2,0.6,5,"(0.579, 0.632]",1,0.613078539
1897341,the pianist,"['War film', 'Biographical film', 'History', 'Drama']",0.476704178,4.8,-0.567008975,1,4,0.2,5,"(0.158, 0.211]",0,0.621231391
1756460,the cure,"['Comedy', 'Drama', 'Coming of age', 'Family Drama', 'LGBT', 'Family Film', 'Adventure', 'Buddy film']",0.052425056,7.1,-0.552759378,0,2,0,2,,0,0.628072355
5930667,crank,"['Action', 'Action/Adventure', 'Thriller', 'Action Thrillers', 'Crime Fiction', 'Crime Thriller']",0.71914939,6.9,0.452322698,2,1,0.666666667,3,"(0.632, 0.684]",1,0.607374591
20181491,planet of the apes,"['Action', 'Thriller', 'Science Fiction', 'Time travel', 'Adventure']",0.416092875,8,0.173164243,4,7,0.363636364,11,"(0.316, 0.368]",0,0.615124854
18640305,the house bunny,"['Comedy', 'Romance Film', 'Romantic comedy', 'Comedy of manners']",0.840371996,5.5,-0.220301533,3,2,0.6,5,"(0.579, 0.632]",1,0.611865702
548669,demolition man,"['Action', 'Action/Adventure', 'Thriller', 'Science Fiction', 'Crime Fiction']",-0.06879755,6.7,0.173199622,1,0,1,1,"(0.947, 1.0]",1,0.623143835
2639650,the assassination of jesse james by the coward robert ford,"['History', 'Western', 'Drama', 'Biography', 'Crime Fiction']",0.779760693,7.5,0.178883737,1,3,0.25,4,"(0.211, 0.263]",0,0.609013358
5016250,watchmen,"['Superhero movie', 'Mystery', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Science Fiction', 'Crime Fiction', 'Superhero', 'Film adaptation']",0.900983299,7.6,1.679957933,2,5,0.285714286,7,"(0.263, 0.316]",0,0.592322554
338962,splash,"['Comedy', 'Romance Film', 'Fantasy']",-0.614299278,6.6,-0.566639469,0,3,0,3,,0,0.639059217
699208,national treasure,"['Mystery', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Caper story', 'Action Thrillers', 'Crime Fiction', 'Adventure', 'Archives and records']",0.597926784,6.2,-0.565173234,4,1,0.8,5,"(0.789, 0.842]",1,0.619211123
400797,happy gilmore,"['Comedy', 'Sports', 'Slapstick']",0.113036359,7,0.380929268,3,1,0.75,4,"(0.737, 0.789]",1,0.618150737
5429993,step up,"['Romance Film', 'Musical', 'Drama', 'Dance', 'Teen', 'Crime Fiction', 'Romantic drama']",0.71914939,6.5,-0.078068932,4,3,0.571428571,7,"(0.526, 0.579]",1,0.612509988
401839,"good bye, lenin!","['Comedy', 'Romance Film', 'Drama', 'Political cinema', 'War film', 'World cinema']",0.537315481,7.7,0.025184632,4,1,0.8,5,"(0.789, 0.842]",1,0.614537585
736262,the sure thing,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Coming of age', 'Teen', 'Road movie', 'Adventure']",-0.553687975,7,-0.481904484,1,2,0.333333333,3,"(0.316, 0.368]",0,0.637281314
1044633,layer cake,"['Thriller', 'Drama', 'Indie', 'Crime Fiction', 'Crime Thriller', 'Crime Drama', 'Gangster Film']",0.597926784,6.8,-0.566089139,3,1,0.75,4,"(0.737, 0.789]",1,0.619219912
172299,dumbo,"['Musical', 'Drama', ""Children's"", 'Animated Musical', 'Fantasy', 'Music', ""Children's/Family"", 'Animation', 'Family Film', ""Children's Fantasy""]",-3.22058531,7.2,-0.020382631,0,1,0,1,,0,0.675211142
1072075,scooby-doo,"['Comedy', 'Mystery', 'Live action', 'Fantasy Adventure', 'Fantasy Comedy', ""Children's/Family"", 'Family Film', 'Adventure', 'Family-Oriented Adventure']",0.476704178,5.3,-0.086842753,5,3,0.625,8,"(0.579, 0.632]",1,0.616622465
45568,the abyss,"['Drama', 'Science Fiction', 'Thriller']",-0.311242762,6.4,-0.563659829,3,2,0.6,5,"(0.579, 0.632]",1,0.634113866
226202,while you were sleeping,"['Comedy', 'Romance Film', 'Romantic comedy']",0.052425056,6.8,-0.134733193,4,3,0.571428571,7,"(0.526, 0.579]",1,0.624089697
701781,rob roy,"['Costume drama', 'Romance Film', 'Action', 'History', 'Action/Adventure', 'Drama', 'Period piece', 'War film', 'Swashbuckler films', 'Biographical film']",0.052425056,6.8,-0.567323449,0,3,0,3,,0,0.628210801
366111,shallow hal,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Fantasy', 'Fantasy Comedy', 'Comedy of Errors']",0.416092875,6,-0.012815604,3,1,0.75,4,"(0.737, 0.789]",1,0.616915185
1623960,brokeback mountain,"['Romance Film', 'Drama', 'Gay', 'Western', 'Gay Interest', 'LGBT', 'Romantic drama', 'Gay Themed']",0.658538087,7.7,0.903010926,4,2,0.666666667,6,"(0.632, 0.684]",1,0.604009353
55495,miller's crossing,"['Drama', 'Thriller', 'Crime Fiction', 'Crime Thriller', 'Gangster Film']",-0.250631459,7.7,-0.017725327,2,1,0.666666667,3,"(0.632, 0.684]",1,0.627951156
528464,ed wood,"['Comedy', 'Cult', 'Drama', 'Biopic [feature]', 'Black-and-white', 'Biographical film', 'LGBT', 'Comedy-drama', 'Black comedy']",-0.008186247,7.8,0.147058981,4,2,0.666666667,6,"(0.632, 0.684]",1,0.622395058
30273553,drive,"['Action', 'Action/Adventure', 'Thriller', 'Drama', 'Neo-noir', 'Crime Fiction', 'Crime Thriller', 'Crime Drama']",1.022205905,6.5,-0.567315587,4,1,0.8,5,"(0.789, 0.842]",1,0.612190806
744783,kolya,"['Comedy', 'Melodrama', 'Musical', 'Drama', 'Political drama', 'Childhood Drama', 'World cinema']",0.113036359,7.7,-0.504554465,2,1,0.666666667,3,"(0.632, 0.684]",1,0.62661988
7167797,"synecdoche, new york","['Comedy', 'Comedy-drama', 'Indie', 'Drama']",0.840371996,7.5,-0.188527879,0,1,0,1,,0,0.611558565
1033297,resident evil,"['Doomsday film', 'Horror', 'Action', 'Thriller', 'Plague', 'Science Fiction', 'Zombie Film', 'Creature Film', 'Adventure', 'Sci-Fi Horror']",0.476704178,4.1,-0.56285792,5,8,0.384615385,13,"(0.368, 0.421]",0,0.621191639
1037120,the hand that rocks the cradle,"['Drama', 'Thriller', 'Psychological thriller']",-0.129408853,6.8,-0.567445308,1,2,0.333333333,3,"(0.316, 0.368]",0,0.631185751
142327,groundhog day,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Fantasy', 'Fantasy Comedy', 'Time travel', 'Romantic fantasy']",-0.06879755,8,2.050007198,2,3,0.4,5,"(0.368, 0.421]",0,0.605045469
3610087,the virgin suicides,"['Mystery', 'Romance Film', 'Drama', 'Coming of age', 'Indie', 'Period piece', 'Teen', 'Film adaptation']",0.294870268,7.2,0.07906973,2,7,0.222222222,9,"(0.211, 0.263]",0,0.618040143
5169996,the man in the iron mask,"['Action', 'Action/Adventure', 'Drama', 'Adventure', 'Historical fiction']",0.234258965,7,-0.560334267,1,0,1,1,"(0.947, 1.0]",1,0.625160613
2385928,the break-up,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Comedy-drama', 'Romantic drama', 'Black comedy']",0.71914939,6.7,-0.56740993,2,0,1,2,"(0.947, 1.0]",1,0.617225876
3261733,pan's labyrinth,"['Horror', 'Drama', 'Fantasy', 'Period piece', 'War film', 'Supernatural', 'Fairy tale', 'World cinema']",0.71914939,8.2,2.15043836,3,2,0.6,5,"(0.579, 0.632]",1,0.590777674
668614,cats don't dance,"['Comedy', 'Musical', ""Children's"", 'Animated Musical', 'Fantasy', 'Music', ""Children's/Family"", 'Animation', 'Family Film']",0.173647662,6.9,-0.535223529,5,7,0.416666667,12,"(0.368, 0.421]",0,0.625917016
99304,pearl harbor,"['Romance Film', 'Action', 'Action/Adventure', 'Drama', 'Airplanes and airports', 'Period piece', 'War film', 'Romantic drama']",0.416092875,6.6,-0.566698432,2,1,0.666666667,3,"(0.632, 0.684]",1,0.622228204
766887,bring it on,"['Comedy', 'Sports', 'Teen', 'Comedy of manners']",0.355481572,6.1,-0.163480035,2,1,0.666666667,3,"(0.632, 0.684]",1,0.619365949
171051,the fisher king,"['Comedy', 'Drama', 'Indie', 'Fantasy', 'Fantasy Comedy', 'Comedy-drama', 'Buddy film']",-0.190020156,7.5,-0.216343093,3,1,0.75,4,"(0.737, 0.789]",1,0.628845997
1317987,blow out,"['Mystery', 'Political thriller', 'Drama', 'Thriller', 'Psychological thriller', 'Crime Fiction']",-0.796133187,7.4,-0.33114178,2,0,1,2,"(0.947, 1.0]",1,0.639789923
1336308,sin city,"['Superhero movie', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Neo-noir', 'Dystopia', 'Black-and-white', 'Crime Fiction', 'Crime Thriller', 'Gangster Film']",0.658538087,6.3,-0.567315587,8,9,0.470588235,17,"(0.421, 0.474]",0,0.618228829
7081414,starting out in the evening,"['Indie', 'Film adaptation', 'Romance Film', 'Drama']",0.779760693,6.9,-0.554606912,1,2,0.333333333,3,"(0.316, 0.368]",0,0.616097785
55325,total recall,"['Action', 'Action/Adventure', 'Thriller', 'Science Fiction', 'Dystopia', 'Future noir', 'Adventure']",-0.250631459,7.5,0.795610237,3,2,0.6,5,"(0.579, 0.632]",1,0.620185761
1355085,the golden compass,"['Action/Adventure', 'Drama', 'Steampunk', 'Fantasy Adventure', 'Fantasy', 'Film adaptation', 'Adventure']",0.779760693,6.1,0.196910951,5,2,0.714285714,7,"(0.684, 0.737]",1,0.608838648
177906,labyrinth,"['Comedy', 'Coming of age', 'Fantasy', 'Family Film', 'Adventure']",-0.493076672,6.6,-0.567390275,2,5,0.285714286,7,"(0.263, 0.316]",0,0.637102825
6264910,a midsummer night's dream,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Fantasy', 'Period piece', 'Romantic drama']",0.294870268,5.6,-0.566179551,4,1,0.8,5,"(0.789, 0.842]",1,0.624219702
7657211,the bad seed,"['Drama', 'Mystery', 'Horror', 'Thriller']",-2.311415764,7.4,-0.507196045,1,0,1,1,"(0.947, 1.0]",1,0.665498567
973077,an american tail,"['Comedy', 'Romance Film', 'Musical', 'Drama', 'Animated Musical', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', ""Children's Fantasy"", 'Family-Oriented Adventure']",-0.493076672,6.9,-0.344058794,3,1,0.75,4,"(0.737, 0.789]",1,0.634998823
9990262,200 pounds beauty,"['Comedy', 'Romance Film']",0.71914939,6.7,-0.5339106,1,0,1,1,"(0.947, 1.0]",1,0.616903727
1766274,superstar,"['Comedy', 'Teen']",0.294870268,5.6,-0.56741386,2,1,0.666666667,3,"(0.632, 0.684]",1,0.624231485
9796711,seven years in tibet,"['Action/Adventure', 'History', 'Drama', 'War film', 'Biography', 'Adventure']",0.173647662,7.1,0.03100633,0,1,0,1,,0,0.620505926
92999,wag the dog,"['Comedy', 'Drama', 'Parody', 'Political cinema', 'Political satire', 'Political drama', 'Media Satire']",0.173647662,7.1,-0.224511552,3,1,0.75,4,"(0.737, 0.789]",1,0.622951546
231486,sweet home alabama,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama']",0.476704178,6.2,-0.092786309,2,0,1,2,"(0.947, 1.0]",1,0.616679646
1376794,romper stomper,"['Action', 'Drama', 'Psychological thriller', 'Teen', 'Crime Fiction', 'World cinema']",-0.129408853,3.3,-0.565051376,0,1,0,1,,0,0.631163071
357186,kingdom of heaven,"['Costume drama', 'Historical drama', 'Action', 'Action/Adventure', 'Drama', 'Period piece', 'War film', 'Epic', 'Adventure', 'Historical Epic', 'Historical fiction']",0.658538087,6.3,-0.567519995,5,4,0.555555556,9,"(0.526, 0.579]",1,0.618230792
1134373,primer,"['Drama', 'Thriller', 'Psychological thriller', 'Science Fiction', 'Indie', 'Time travel']",0.597926784,6.7,-0.127126856,2,0,1,2,"(0.947, 1.0]",1,0.614998816
61184,the patriot,"['Costume drama', 'Action', 'Drama', 'Period piece', 'War film']",0.355481572,6.7,-0.56749641,3,2,0.6,5,"(0.579, 0.632]",1,0.623234578
320527,pink flamingos,"['Comedy', 'Horror', 'Cult', 'Gay', 'Drama', 'Gross-out film', 'Gross out', 'Gay Interest', 'Crime Fiction', 'Black comedy', 'Gay Themed']",-1.341634915,6,-0.461062728,6,2,0.75,8,"(0.737, 0.789]",1,0.649763531
872441,first blood,"['Action', 'Drama', 'Thriller', 'Psychological thriller', 'Action Thrillers', 'Adventure']",-0.735521884,7.7,0.487382604,0,1,0,1,,0,0.631088587
607673,st. elmo's fire,"['Romance Film', 'Drama', 'Coming of age', 'Ensemble Film', 'Romantic drama']",-0.553687975,6.4,-0.389810811,4,3,0.571428571,7,"(0.526, 0.579]",1,0.636414515
441315,true romance,"['Romance Film', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Indie', 'Crime Fiction', 'Crime Thriller']",-0.06879755,7.9,0.36667967,7,4,0.636363636,11,"(0.632, 0.684]",1,0.621292932
1332901,hollow man,"['Horror', 'Action', 'Thriller', 'Science Fiction', 'Suspense', 'Sci-Fi Horror']",0.355481572,5.8,-0.031798033,3,1,0.75,4,"(0.737, 0.789]",1,0.618101728
2287636,sleeping beauty,"['Costume drama', 'Romance Film', 'Musical', 'Drama', 'Fantasy', 'Family Film', 'Animation']",-2.129581855,6.9,-0.567468893,3,5,0.375,8,"(0.368, 0.421]",0,0.663201694
358367,pete's dragon,"['Musical', 'Fantasy Adventure', 'Fantasy', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', ""Children's Fantasy""]",-1.038578399,6.3,-0.465367089,4,1,0.8,5,"(0.789, 0.842]",1,0.644951228
6961461,the other boleyn girl,"['Costume drama', 'Romance Film', 'History', 'Drama', 'Period piece', 'Biographical film', 'Film adaptation', 'Romantic drama']",0.840371996,6.1,-0.56281468,5,3,0.625,8,"(0.579, 0.632]",1,0.61517089
7668793,the running man,"['Action', 'Thriller', 'Dystopia', 'Science Fiction', 'Film adaptation']",-0.432465369,6.5,-0.560526883,1,0,1,1,"(0.947, 1.0]",1,0.636054726
5842075,fear and loathing in las vegas,"['Experimental film', 'Comedy', 'Avant-garde', 'Cult', 'Drama', 'Road movie', 'Adventure', 'Black comedy', 'Absurdism', 'Buddy film']",0.234258965,7.5,0.59762535,2,1,0.666666667,3,"(0.632, 0.684]",1,0.614053962
14149346,the reader,"['Romance Film', 'Drama', 'Period piece', 'Courtroom Drama', 'Film adaptation', 'Romantic drama', 'Tragedy']",0.840371996,7,-0.560577985,0,1,0,1,,0,0.615149341
73428,do the right thing,"['Comedy', 'Indie', 'Ensemble Film', 'Drama']",-0.311242762,8,-0.136985612,5,4,0.555555556,9,"(0.526, 0.579]",1,0.630075778
71975,hellraiser,"['Monster movie', 'Horror', 'Cult', 'Thriller', 'Supernatural', 'Slasher']",-0.432465369,6.9,-0.029097489,2,3,0.4,5,"(0.368, 0.421]",0,0.631033572
1802400,phantasm,"['Horror', 'Cult', 'Zombie Film', 'Supernatural', 'Slasher']",-0.917355793,6.6,-0.409068405,0,4,0,4,,0,0.6424758
1493245,baby's day out,"['Comedy', 'Drama', 'Slapstick', 'Crime Fiction', ""Children's/Family"", 'Family Film', 'Adventure', 'Family-Oriented Adventure']",-0.008186247,6.2,-0.354086579,2,1,0.666666667,3,"(0.632, 0.684]",1,0.627176231
238810,air force one,"['Political thriller', 'Action', 'Action/Adventure', 'Thriller', 'Airplanes and airports', 'Suspense', 'Action Thrillers', 'Political drama', 'Disaster', 'Short Film']",0.173647662,6.5,0.242973512,1,0,1,1,"(0.947, 1.0]",1,0.618472478
1526756,lifeforce,"['Horror', 'Cult', 'Science Fiction', 'Zombie Film', 'Alien Film', 'Adventure', 'Sci-Fi Horror']",-0.553687975,6.1,-0.455484748,0,1,0,1,,0,0.637032739
1405221,the rules of attraction,"['Comedy', 'Romance Film', 'Romantic comedy', 'Thriller', 'Drama', 'Satire', 'Indie', 'Film adaptation', 'LGBT', 'Comedy-drama', 'Black comedy']",0.476704178,4.9,-0.564418497,3,1,0.75,4,"(0.737, 0.789]",1,0.621206584
25491,the rocky horror picture show,"['Comedy', 'Horror Comedy', 'Horror', 'Cult', 'Musical', 'Parody', 'Science Fiction', 'Sex comedy']",-1.159801006,7.4,0.072167029,3,5,0.375,8,"(0.368, 0.421]",0,0.641882848
803786,total eclipse,"['Romance Film', 'Gay', 'Drama', 'Biopic [feature]', 'Indie', 'Period piece', 'Biography', 'Gay Interest', 'Biographical film', 'LGBT', 'Erotic Drama', 'Gay Themed']",0.052425056,6.5,-0.502773756,1,2,0.333333333,3,"(0.316, 0.368]",0,0.627597029
320401,barton fink,"['Comedy', 'Mystery', 'Thriller', 'Drama', 'Indie', 'Period piece', 'Comedy-drama', 'Black comedy']",-0.190020156,7.6,-0.068367413,3,0,1,3,"(0.947, 1.0]",1,0.627439337
12064241,funny girl,"['Comedy', 'Romance Film', 'Musical', 'Drama', 'Biography']",-1.584080127,7.3,-0.471825597,2,0,1,2,"(0.947, 1.0]",1,0.653722491
27863892,margin call,"['Drama', 'Thriller']",1.022205905,7.1,-0.014942233,3,2,0.6,5,"(0.579, 0.632]",1,0.606840477
5259161,the host,"['Comedy', 'Horror', 'Action/Adventure', 'Drama', 'Monster', 'Science Fiction', 'World cinema']",0.71914939,5.4,-0.56025958,1,3,0.25,4,"(0.211, 0.263]",0,0.617157123
8432450,the mist,"['Horror', 'Thriller', 'Science Fiction', 'Suspense', 'Film adaptation']",0.779760693,6.9,-0.559249333,3,2,0.6,5,"(0.579, 0.632]",1,0.616142471
1430396,corpse bride,"['Costume drama', 'Comedy', 'Romantic comedy', 'Musical', 'Fantasy', 'Animation', 'Stop motion', 'Black comedy']",0.658538087,7.4,0.581198021,6,4,0.6,10,"(0.579, 0.632]",1,0.607137587
31079,the wedding planner,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Romantic drama']",0.416092875,5.3,-0.234228794,2,1,0.666666667,3,"(0.632, 0.684]",1,0.619042482
882119,napoleon dynamite,"['Comedy', 'Romance Film', 'Cult', 'Drama', 'Coming of age', 'Indie', 'Teen', 'Absurdism']",0.597926784,7,0.344874838,6,3,0.666666667,9,"(0.632, 0.684]",1,0.610440635
12121822,a christmas carol,"['Costume drama', 'Drama', 'Fantasy', 'Family Drama', 'Family Film', 'Animation', 'Adventure']",0.900983299,6,-0.564540355,3,7,0.3,10,"(0.263, 0.316]",0,0.61418065
1707516,escape from alcatraz,"['Escape Film', 'Action', 'Action/Adventure', 'Drama', 'Thriller', 'Prison', 'Suspense']",-0.917355793,6.4,-0.567449239,4,2,0.666666667,6,"(0.632, 0.684]",1,0.643955008
3112909,fantastic mr. fox,"['Comedy', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', 'Stop motion']",0.900983299,7.9,0.452472073,2,8,0.2,10,"(0.158, 0.211]",0,0.604327708
2311212,double impact,"['Action', 'Action/Adventure', 'Thriller', 'Martial Arts Film', 'Crime Fiction']",-0.190020156,4.4,-0.561521406,1,0,1,1,"(0.947, 1.0]",1,0.632118756
363255,muriel's wedding,"['Comedy', 'Romance Film', 'Drama', 'Domestic Comedy', 'Comedy-drama', 'Black comedy']",-0.008186247,7.2,-0.4061949,1,2,0.333333333,3,"(0.316, 0.368]",0,0.627671963
7682778,fred claus,"['Comedy', 'Fantasy Comedy', 'Holiday Film', 'Black comedy', 'Christmas movie']",0.779760693,5.6,-0.387008063,3,2,0.6,5,"(0.579, 0.632]",1,0.614483247
54030,vanilla sky,"['Mystery', 'Romance Film', 'Thriller', 'Psychological thriller', 'Science Fiction']",0.416092875,6.9,0.537061614,2,1,0.666666667,3,"(0.632, 0.684]",1,0.611612812
